Id,SalePrice
2075,138980.56
2076,126125.54
2077,156926.86
2078,125597.35
2079,121613.734
2080,121184.58
2081,125155.96
2082,126847.46
2083,144797.33
2084,114617.664
2085,125358.66
2086,125304.57
2087,116423.055
2088,104336.44
2089,76790.35
2090,138753.53
2091,110146.01
2092,121304.67
2093,105668.766
2094,114646.85
2095,145509.38
2096,72557.88
2097,104872.266
2098,139519.83
2099,53293.33
2100,107431.47
2101,117186.04
2102,139038.06
2103,103888.81
2104,137084.06
2105,125804.62
2106,85171.555
2107,200076.28
2108,116102.89
2109,110804.18
2110,132438.55
2111,175616.4
2112,128133.07
2113,124878.01
2114,114428.74
2115,173667.28
2116,128281.99
2117,178229.16
2118,114529.96
2119,115791.484
2120,117487.805
2121,102483.62
2122,122735.92
2123,82714.945
2124,174268.53
2125,129897.49
2126,164152.6
2127,163295.03
2128,135666.7
2129,94097.21
2130,154030.28
2131,151688.16
2132,119452.305
2133,117055.21
2134,121471.36
2135,108473.336
2136,86668.35
2137,100259.78
2138,128863.85
2139,146038.4
2140,143966.47
2141,142940.64
2142,129027.37
2143,134735.53
2144,114112.97
2145,139156.58
2146,165016.75
2147,186024.19
2148,138700.67
2149,137402.84
2150,249432.6
2151,115985.27
2152,136075.19
2153,165772.88
2154,95126.555
2155,131106.9
2156,219410.11
2157,234119.81
2158,228688.83
2159,217811.19
2160,166694.44
2161,258332.64
2162,317131.44
2163,287495.3
2164,259885.25
2165,202238.34
2166,155747.1
2167,220114.27
2168,217352.25
2169,186179.55
2170,224961.34
2171,157612.33
2172,135982.8
2173,170959.12
2174,248786.02
2175,318685.88
2176,303822.2
2177,257083.75
2178,214983.5
2179,140699.3
2180,230132.69
2181,188564.69
2182,223172.22
2183,188552.27
2184,126945.52
2185,120305.33
2186,141155.81
2187,149269.48
2188,172305.06
2189,241826.62
2190,82671.555
2191,96568.23
2192,81453.74
2193,111031.41
2194,93913.62
2195,111030.75
2196,95505.31
2197,108145.75
2198,167159.48
2199,185397.75
2200,144886.12
2201,145473.48
2202,204388.67
2203,167164.81
2204,223076.38
2205,125287.18
2206,151311.42
2207,258059.5
2208,273147.6
2209,223985.45
2210,118792.16
2211,108891.96
2212,119340.62
2213,103135.08
2214,144703.2
2215,114554.984
2216,149417.38
2217,79647.414
2218,73703.7
2219,72558.93
2220,83155.35
2221,347159.9
2222,254239.36
2223,223037.81
2224,189527.34
2225,138390.75
2226,187345.56
2227,196077.62
2228,290244.6
2229,234093.19
2230,156238.6
2231,216751.17
2232,201785.94
2233,167826.1
2234,267504.03
2235,196086.11
2236,272651.53
2237,341163.7
2238,205863.03
2239,94556.305
2240,158260.14
2241,165073.12
2242,112150.24
2243,114996.05
2244,101544.05
2245,101018.83
2246,149169.73
2247,109420.42
2248,129283.9
2249,123317.27
2250,131271.73
2251,110281.14
2252,169674.2
2253,165591.39
2254,171133.95
2255,201922.69
2256,174036.89
2257,226667.52
2258,163953.33
2259,170412.97
2260,159867.75
2261,201695.38
2262,223614.5
2263,352646.56
2264,474162.97
2265,178749.84
2266,289579.34
2267,389912.66
2268,415005.16
2269,146487.64
2270,178083.95
2271,251755.95
2272,186506.48
2273,156763.45
2274,178319.25
2275,169239.89
2276,183135.2
2277,206498.98
2278,154652.44
2279,120128.59
2280,130884.26
2281,156870.19
2282,163005.48
2283,102286.086
2284,99610.195
2285,162165.33
2286,128856.87
2287,367788.25
2288,266230.62
2289,400320.53
2290,410754.44
2291,369088.22
2292,392747.5
2293,461019.2
2294,438889.16
2295,466537.7
2296,356038.72
2297,318945.12
2298,359574.0
2299,331242.3
2300,324602.75
2301,258752.92
2302,251413.88
2303,249102.53
2304,242425.98
2305,197687.64
2306,194838.62
2307,194212.84
2308,222794.31
2309,280088.16
2310,239688.86
2311,188931.23
2312,185345.53
2313,172587.19
2314,171796.75
2315,167447.55
2316,201154.88
2317,177998.02
2318,173993.69
2319,177740.67
2320,179431.48
2321,250278.36
2322,171031.34
2323,176826.83
2324,177223.17
2325,218263.4
2326,177903.33
2327,224086.9
2328,223682.95
2329,182611.28
2330,171993.55
2331,372541.0
2332,448646.25
2333,307740.2
2334,256501.62
2335,250921.7
2336,310961.38
2337,215883.39
2338,304507.72
2339,210131.08
2340,353504.44
2341,230057.02
2342,258502.33
2343,233017.86
2344,231649.69
2345,222830.05
2346,220560.2
2347,213131.73
2348,234179.55
2349,167130.2
2350,250902.12
2351,240925.44
2352,234940.89
2353,235093.64
2354,150772.42
2355,139385.6
2356,151213.53
2357,195370.11
2358,191321.48
2359,124610.73
2360,114663.0
2361,139365.39
2362,256383.89
2363,132412.52
2364,152454.61
2365,225119.44
2366,199563.45
2367,239093.17
2368,206298.06
2369,222894.53
2370,180050.56
2371,177063.94
2372,185231.83
2373,252391.42
2374,273112.2
2375,263386.75
2376,300569.28
2377,412928.88
2378,156175.52
2379,210958.14
2380,147882.17
2381,156117.12
2382,182679.61
2383,171115.12
2384,239232.88
2385,166404.28
2386,143772.05
2387,128702.25
2388,123752.414
2389,128525.07
2390,143496.19
2391,151118.48
2392,117867.555
2393,177170.17
2394,134336.4
2395,227248.6
2396,151907.33
2397,204634.1
2398,130873.62
2399,53237.387
2400,61417.668
2401,111126.73
2402,132828.27
2403,126479.266
2404,148104.61
2405,164703.94
2406,139165.8
2407,128676.93
2408,141886.98
2409,138703.31
2410,159727.64
2411,125362.43
2412,161348.69
2413,147037.06
2414,140418.34
2415,123692.11
2416,131542.61
2417,135583.1
2418,134317.02
2419,124862.65
2420,125204.92
2421,161032.84
2422,111637.32
2423,116891.19
2424,143932.12
2425,170654.36
2426,125261.38
2427,124181.65
2428,160067.36
2429,118713.79
2430,137751.62
2431,117280.04
2432,141803.44
2433,144972.62
2434,142558.6
2435,150019.61
2436,111006.72
2437,106700.164
2438,126018.83
2439,116732.8
2440,119003.4
2441,92685.766
2442,102788.58
2443,134853.95
2444,128837.23
2445,85031.61
2446,130214.625
2447,212946.89
2448,134397.83
2449,121666.305
2450,141357.48
2451,127478.0
2452,221078.47
2453,85044.84
2454,152295.75
2455,103145.79
2456,152583.83
2457,118480.805
2458,116853.164
2459,114815.86
2460,153438.1
2461,118322.33
2462,140278.27
2463,119746.984
2464,144148.5
2465,133626.08
2466,114344.195
2467,115805.91
2468,87952.44
2469,68592.664
2470,202154.9
2471,200471.66
2472,180279.52
2473,105387.16
2474,120224.49
2475,217952.69
2476,120521.3
2477,120868.32
2478,154259.16
2479,102227.266
2480,141789.27
2481,119120.414
2482,119230.56
2483,116961.59
2484,131156.28
2485,137051.47
2486,164319.8
2487,184557.56
2488,149775.4
2489,155573.1
2490,142037.89
2491,93761.26
2492,176692.39
2493,138536.58
2494,174108.55
2495,86541.3
2496,252238.08
2497,146283.75
2498,116842.63
2499,89006.14
2500,134532.86
2501,128620.82
2502,144127.83
2503,104616.36
2504,195145.0
2505,221117.56
2506,276193.1
2507,286540.25
2508,271097.78
2509,224335.86
2510,217430.7
2511,176688.38
2512,207477.62
2513,219106.56
2514,211119.47
2515,148482.89
2516,164747.77
2517,134124.2
2518,145921.8
2519,208640.61
2520,214309.23
2521,185848.14
2522,215286.52
2523,125882.99
2524,132319.45
2525,157233.05
2526,132387.77
2527,107739.66
2528,139305.45
2529,130472.914
2530,138398.11
2531,229903.84
2532,209987.44
2533,196648.39
2534,230641.89
2535,351842.12
2536,248272.45
2537,213568.27
2538,180508.94
2539,186911.14
2540,174080.6
2541,178923.6
2542,155255.98
2543,112839.33
2544,115440.42
2545,120945.6
2546,136094.22
2547,110263.98
2548,146651.56
2549,176848.5
2550,244043.66
2551,143694.0
2552,116067.41
2553,94583.63
2554,113286.01
2555,125439.79
2556,95857.18
2557,97178.4
2558,184313.17
2559,156530.92
2560,153085.52
2561,149481.28
2562,153886.11
2563,157570.08
2564,201101.25
2565,147471.2
2566,165239.73
2567,155134.7
2568,228839.47
2569,206001.39
2570,120114.83
2571,189747.47
2572,173911.97
2573,229498.0
2574,303171.25
2575,114853.37
2576,116160.46
2577,144510.83
2578,98780.42
2579,93235.86
2580,114601.414
2581,118831.734
2582,107660.43
2583,327296.12
2584,159712.86
2585,163911.19
2586,187081.69
2587,186568.42
2588,166185.66
2589,143568.2
2590,198416.94
2591,230237.95
2592,215514.97
2593,258524.69
2594,177949.39
2595,209467.9
2596,336725.47
2597,171493.11
2598,281384.88
2599,325771.5
2600,163743.36
2601,139917.6
2602,77080.3
2603,94998.266
2604,97730.266
2605,80077.516
2606,144675.64
2607,165178.94
2608,185957.81
2609,194284.77
2610,124155.17
2611,125742.09
2612,145808.02
2613,136958.9
2614,128413.62
2615,157046.14
2616,137827.31
2617,165333.78
2618,184525.62
2619,199286.52
2620,186924.94
2621,182351.56
2622,181028.14
2623,250416.83
2624,283202.72
2625,311835.44
2626,162059.33
2627,173898.55
2628,405438.1
2629,580855.56
2630,368882.03
2631,501169.56
2632,419059.94
2633,307057.56
2634,348389.25
2635,153623.0
2636,180781.52
2637,171246.94
2638,271258.38
2639,171329.47
2640,155705.64
2641,107218.484
2642,171017.89
2643,94576.96
2644,128246.875
2645,98201.914
2646,86095.266
2647,96998.42
2648,148182.42
2649,156435.58
2650,166338.05
2651,138833.33
2652,496783.2
2653,258198.6
2654,231462.61
2655,365762.75
2656,372701.6
2657,345298.34
2658,292039.1
2659,309261.53
2660,301437.72
2661,354602.47
2662,361525.8
2663,280089.72
2664,269213.88
2665,354845.12
2666,274367.28
2667,168269.11
2668,176328.84
2669,170395.8
2670,278455.3
2671,177337.0
2672,188019.47
2673,215914.31
2674,204989.67
2675,170645.14
2676,180951.5
2677,201517.62
2678,236679.62
2679,289956.28
2680,275607.25
2681,421408.7
2682,317575.4
2683,502172.56
2684,308614.66
2685,330999.5
2686,296356.25
2687,331908.62
2688,221185.64
2689,208406.25
2690,363927.56
2691,187518.33
2692,125340.05
2693,191550.95
2694,149556.6
2695,188784.64
2696,179163.42
2697,204285.28
2698,194785.73
2699,184716.75
2700,161836.72
2701,159444.06
2702,120944.164
2703,124941.1
2704,140600.78
2705,120008.77
2706,124820.586
2707,133549.83
2708,131909.5
2709,123504.96
2710,124759.73
2711,318781.22
2712,337016.6
2713,175780.64
2714,147914.48
2715,172530.31
2716,145291.83
2717,196065.39
2718,221052.33
2719,160387.8
2720,163344.23
2721,142514.16
2722,158507.42
2723,141414.14
2724,132579.22
2725,132929.12
2726,151055.92
2727,165575.69
2728,176852.33
2729,160384.52
2730,144437.3
2731,139289.86
2732,126383.195
2733,168954.77
2734,131969.77
2735,135560.16
2736,152160.3
2737,124426.03
2738,122763.96
2739,160328.31
2740,138266.03
2741,149728.52
2742,152784.33
2743,145598.2
2744,151070.77
2745,133697.12
2746,138924.44
2747,150063.4
2748,124158.72
2749,121353.375
2750,144358.81
2751,128616.1
2752,216376.14
2753,159304.73
2754,191302.34
2755,126593.98
2756,103834.04
2757,91294.94
2758,90541.836
2759,154961.84
2760,121380.445
2761,142028.95
2762,147417.61
2763,180962.16
2764,189191.1
2765,219809.14
2766,146820.58
2767,97410.78
2768,121075.32
2769,131939.48
2770,143290.86
2771,115492.305
2772,115152.164
2773,134152.1
2774,142763.78
2775,123092.51
2776,125539.23
2777,149573.22
2778,109800.54
2779,119444.67
2780,99587.09
2781,105925.18
2782,91289.18
2783,109372.07
2784,114100.664
2785,147165.52
2786,75668.1
2787,109751.95
2788,75718.06
2789,171902.42
2790,89406.664
2791,105900.14
2792,65239.96
2793,174264.5
2794,107556.42
2795,113513.32
2796,105842.4
2797,173392.73
2798,116852.96
2799,114629.0
2800,55538.023
2801,113733.734
2802,115453.77
2803,139666.22
2804,161602.9
2805,79444.805
2806,90751.02
2807,155774.05
2808,150230.3
2809,130714.21
2810,140766.22
2811,153941.88
2812,138590.02
2813,144792.16
2814,142929.97
2815,98292.05
2816,262092.14
2817,155990.75
2818,125881.516
2819,186315.36
2820,136040.14
2821,91026.4
2822,205170.08
2823,238400.14
2824,176910.95
2825,159602.77
2826,127837.6
2827,138650.62
2828,197970.12
2829,182880.2
2830,229475.3
2831,176230.58
2832,220423.06
2833,308900.78
2834,210388.4
2835,207138.64
2836,186088.19
2837,195543.17
2838,144646.14
2839,179594.22
2840,202868.03
2841,207494.7
2842,240956.28
2843,161134.6
2844,166802.5
2845,111985.58
2846,213903.86
2847,208328.47
2848,201894.92
2849,203222.86
2850,276215.47
2851,234700.4
2852,225308.98
2853,235143.45
2854,136807.75
2855,196871.34
2856,205142.44
2857,180078.05
2858,186503.16
2859,123228.375
2860,122898.08
2861,125857.5
2862,173978.6
2863,121966.96
2864,190012.7
2865,147365.5
2866,131526.47
2867,97407.88
2868,96468.805
2869,102262.35
2870,129902.66
2871,89545.75
2872,68332.73
2873,106214.54
2874,148535.72
2875,108137.31
2876,149931.64
2877,137252.7
2878,169699.8
2879,139931.73
2880,98924.46
2881,161857.2
2882,168453.84
2883,186149.66
2884,193554.33
2885,220558.7
2886,234327.44
2887,96584.195
2888,120758.27
2889,49789.332
2890,91653.31
2891,135054.72
2892,42841.984
2893,85381.13
2894,69412.734
2895,346311.9
2896,262812.56
2897,191022.98
2898,141294.94
2899,206803.52
2900,159967.94
2901,195085.66
2902,187567.69
2903,363036.4
2904,342700.72
2905,150537.17
2906,186270.23
2907,107255.445
2908,136403.03
2909,149329.44
2910,82498.46
2911,73783.76
2912,148530.38
2913,83034.89
2914,76685.664
2915,84022.23
2916,75087.36
2917,162067.67
2918,113076.45
2919,206071.2
